Name,Synonyme,YahooTicker
LLOYDS BANKING GRP Banks,"LBB, LLOYDS, LLOYDS BANKING  Banks, LLOYDS BANKING GRP Banks",DEO
RECKITT BENCKISER GRP Personal & Household Goods,"RBP&HG, RECKITT, RECKITT BENCKISER  Personal & Household Goods, RECKITT BENCKISER GRP Personal & Household Goods",LLOY.L
SABMILLER Food & Beverage,"SABMILLER, SABMILLER Food & Beverage, SF&B",RKT.L
UBS GROUP Banks,"UB, UBS, UBS  Banks, UBS GROUP Banks",Not found
UNILEVER PLC Personal & Household Goods,"UNILEVER, UNILEVER  Personal & Household Goods, UNILEVER PLC Personal & Household Goods, UP&HG",UBS
BNP PARIBAS Banks,"BNP, BNP PARIBAS Banks, BPB",UL
BT GRP Telecommunications,"BT, BT  Telecommunications, BT GRP Telecommunications",BNP.PA
DEUTSCHE TELEKOM Telecommunications,"DEUTSCHE, DEUTSCHE TELEKOM Telecommunications, DTT",BTC=F
NATIONAL GRID Utilities,"NATIONAL, NATIONAL GRID Utilities, NGU",DB
IMPERIAL BRANDS Personal & Household Goods,"IBP&HG, IMPERIAL, IMPERIAL BRANDS Personal & Household Goods",FNMA
AXA Insurance,"AI, AXA, AXA Insurance",CM.TO
PRUDENTIAL Insurance,"PI, PRUDENTIAL, PRUDENTIAL Insurance",CS.PA
ING GRP Banks,"IB, ING, ING  Banks, ING GRP Banks",PRU
TELEFONICA Telecommunications,"TELEFONICA, TELEFONICA Telecommunications, TT",ING
LVMH MOET HENNESSY Personal & Household Goods,"LMHP&HG, LVMH, LVMH MOET HENNESSY Personal & Household Goods",VIV
BCO BILBAO VIZCAYA ARGENTARIA Banks,"BBVAB, BCO, BCO BILBAO VIZCAYA ARGENTARIA Banks",MC.PA
L'OREAL Personal & Household Goods,"L'OREAL, L'OREAL Personal & Household Goods, LP&HG",BCO
DANONE Food & Beverage,"DANONE, DANONE Food & Beverage, DF&B",OR.PA
ABB Industrial Goods & Services,"ABB, ABB Industrial Goods & Services, AIG&S",BN.PA
VINCI Construction & Materials,"VC&M, VINCI, VINCI Construction & Materials",ABBV
INTESA SANPAOLO Banks,"INTESA, INTESA SANPAOLO Banks, ISB",DG.PA
AIRBUS GROUP SE Industrial Goods & Services,"AIG&S, AIRBUS, AIRBUS   Industrial Goods & Services, AIRBUS GROUP SE Industrial Goods & Services",ISP.MI
BARCLAYS Banks,"BARCLAYS, BARCLAYS Banks, BB",AIR.PA
ENI Oil & Gas,"ENI, ENI Oil & Gas, EO&G",BARC.L
IBERDROLA Utilities,"IBERDROLA, IBERDROLA Utilities, IU",EI4.SG
SYNGENTA Chemicals,"SC, SYNGENTA, SYNGENTA Chemicals",IBE.MC
AIR LIQUIDE Chemicals,"AIR, AIR LIQUIDE Chemicals, ALC",Not found
SCHNEIDER ELECTRIC Industrial Goods & Services,"SCHNEIDER, SCHNEIDER ELECTRIC Industrial Goods & Services, SEIG&S",AIR
ASML HLDG Technology,"ASML, ASML  Technology, ASML HLDG Technology, AT",SNDR
ORANGE Telecommunications,"ORANGE, ORANGE Telecommunications, OT",ASML
RIO TINTO Basic Resources,"RIO, RIO TINTO Basic Resources, RTBR",OJ=F
Industria de Diseno Textil SA Retail,"IDDTR, Industria, Industria de Diseno Textil  Retail, Industria de Diseno Textil SA Retail",RIO
ZURICH INSURANCE GROUP Insurance,"ZII, ZURICH, ZURICH INSURANCE  Insurance, ZURICH INSURANCE GROUP Insurance",^DJI
CIE FINANCIERE RICHEMONT Personal & Household Goods,"CFRP&HG, CIE, CIE FINANCIERE RICHEMONT Personal & Household Goods",ZURN.SW
NOKIA Technology,"NOKIA, NOKIA Technology, NT",CIEN
GRP SOCIETE GENERALE Banks,"GRP SOCIETE GENERALE Banks, SGB, SOCIETE, SOCIETE GENERALE Banks",NOK
NORDEA BANK Banks,"NBB, NORDEA, NORDEA BANK Banks",GRPN
SHIRE Health Care,"SHC, SHIRE, SHIRE Health Care",NDA-FI.HE
SWISS REINSURANCE COMPANY Insurance,"SRI, SWISS, SWISS REINSURANCE  Insurance, SWISS REINSURANCE COMPANY Insurance",SHRS.L
HENNES & MAURITZ B Retail,"H&MBR, HENNES, HENNES & MAURITZ B Retail",SJY=F
ENEL Utilities,"ENEL, ENEL Utilities, EU",MC.PA
MUENCHENER RUECK Insurance,"MRI, MUENCHENER, MUENCHENER RUECK Insurance",ENEL.MI
WPP Media,"WM, WPP, WPP Media",MUV2.DE
ERICSSON LM B Technology,"ELBT, ERICSSON, ERICSSON LM B Technology",WPP
BMW Automobiles & Parts,"BA&P, BMW, BMW Automobiles & Parts",ERIC
COMPASS GRP Travel & Leisure,"COMPASS, COMPASS  Travel & Leisure, COMPASS GRP Travel & Leisure, CT&L",BMW.DE
AVIVA Insurance,"AI, AVIVA, AVIVA Insurance",CMPS
GLENCORE PLC Basic Resources,"GBR, GLENCORE, GLENCORE  Basic Resources, GLENCORE PLC Basic Resources",AV.L
FRESENIUS Health Care,"FHC, FRESENIUS, FRESENIUS Health Care",GLEN.L
UNIBAIL-RODAMCO Real Estate,"UNIBAIL-RODAMCO, UNIBAIL-RODAMCO Real Estate, URE",FRE.DE
PHILIPS Industrial Goods & Services,"PHILIPS, PHILIPS Industrial Goods & Services, PIG&S",URW.PA
DEUTSCHE BANK Banks,"DBB, DEUTSCHE, DEUTSCHE BANK Banks",PHG
ESSILOR INTERNATIONAL Health Care,"EHC, ESSILOR, ESSILOR  Health Care, ESSILOR INTERNATIONAL Health Care",DB
DEUTSCHE POST Industrial Goods & Services,"DEUTSCHE, DEUTSCHE POST Industrial Goods & Services, DPIG&S",ESLOY
ENGIE Utilities,"ENGIE, ENGIE Utilities, EU",DB
BHP BILLITON Basic Resources,"BBBR, BHP, BHP BILLITON Basic Resources",ENGI.PA
VIVENDI Media,"VIVENDI, VIVENDI Media, VM",BHP
UNICREDIT Banks,"UB, UNICREDIT, UNICREDIT Banks",VVUD.F
LINDE Chemicals,"LC, LINDE, LINDE Chemicals",UCG.MI
VOLKSWAGEN PREF Automobiles & Parts,"VOLKSWAGEN, VOLKSWAGEN PREF Automobiles & Parts, VPA&P",LIN
CREDIT SUISSE GRP Banks,"CREDIT, CREDIT SUISSE  Banks, CREDIT SUISSE GRP Banks, CSB",VOW3.DE
PERNOD RICARD Food & Beverage,"PERNOD, PERNOD RICARD Food & Beverage, PRF&B",ECC
SAMPO Insurance,"SAMPO, SAMPO Insurance, SI",RI.PA
CONTINENTAL Automobiles & Parts,"CA&P, CONTINENTAL, CONTINENTAL Automobiles & Parts",SAMPO.HE
ADIDAS Personal & Household Goods,"ADIDAS, ADIDAS Personal & Household Goods, AP&HG",CON.DE
SAFRAN Industrial Goods & Services,"SAFRAN, SAFRAN Industrial Goods & Services, SIG&S",ADS.DE
CRH Construction & Materials,"CC&M, CRH, CRH Construction & Materials",SAF.PA
BAE SYSTEMS Industrial Goods & Services,"BAE, BAE SYSTEMS Industrial Goods & Services, BSIG&S",CRH
SCOTTISH & SOUTHERN ENERGY Utilities,"S&SEU, SCOTTISH, SCOTTISH & SOUTHERN ENERGY Utilities",BAER
TESCO Retail,"TESCO, TESCO Retail, TR",SMT.L
SAINT GOBAIN Construction & Materials,"SAINT, SAINT GOBAIN Construction & Materials, SGC&M",TSCO.L
LEGAL & GENERAL GRP Insurance,"L&GI, LEGAL, LEGAL & GENERAL  Insurance, LEGAL & GENERAL GRP Insurance",SGO.PA
ASSICURAZIONI GENERALI Insurance,"AGI, ASSICURAZIONI, ASSICURAZIONI GENERALI Insurance",LGEN.L
SWEDBANK Banks,"SB, SWEDBANK, SWEDBANK Banks",G.MI
ARM Technology,"ARM, ARM Technology, AT",SWED-A.ST
REED ELSEVIER PLC Media,"REED, REED ELSEVIER  Media, REED ELSEVIER PLC Media, REM",ARM
STEINHOFF N.V. Personal & Household Goods,"SNP&HG, STEINHOFF, STEINHOFF N.V. Personal & Household Goods",REED
RENAULT Automobiles & Parts,"RA&P, RENAULT, RENAULT Automobiles & Parts",Not found
DANSKE BANK Banks,"DANSKE, DANSKE BANK Banks, DBB",RNO.PA
SVENSKA HANDELSBANKEN A Banks,"SHAB, SVENSKA, SVENSKA HANDELSBANKEN A Banks",DANSKE.CO
LafargeHolcim Construction & Materials,"LC&M, LafargeHolcim, LafargeHolcim Construction & Materials",SHB-A.ST
KONE B Industrial Goods & Services,"KBIG&S, KONE, KONE B Industrial Goods & Services",Not found
STANDARD CHARTERED Banks,"SCB, STANDARD, STANDARD CHARTERED Banks",KNEBV.HE
E.ON Utilities,"E.ON, E.ON Utilities, EU",CNH=F
ASSA ABLOY Construction & Materials,"AAC&M, ASSA, ASSA ABLOY Construction & Materials",EOAN.DE
HENKEL PREF Personal & Household Goods,"HENKEL, HENKEL PREF Personal & Household Goods, HPP&HG",ASAI3.SA
HEINEKEN Food & Beverage,"HEINEKEN, HEINEKEN Food & Beverage, HF&B",1HEN3.MI
ROLLS ROYCE HLDG Industrial Goods & Services,"ROLLS, ROLLS ROYCE  Industrial Goods & Services, ROLLS ROYCE HLDG Industrial Goods & Services, RRIG&S",4H5.F
MICHELIN Automobiles & Parts,"MA&P, MICHELIN, MICHELIN Automobiles & Parts",RYCEY
FRESENIUS MEDICAL CARE Health Care,"FMCHC, FRESENIUS, FRESENIUS MEDICAL CARE Health Care",ML.PA
AMADEUS IT HLDG Industrial Goods & Services,"AIIG&S, AMADEUS, AMADEUS IT  Industrial Goods & Services, AMADEUS IT HLDG Industrial Goods & Services",FRE.DE
SVENSKA CELLULOSA B Personal & Household Goods,"SCBP&HG, SVENSKA, SVENSKA CELLULOSA B Personal & Household Goods",AAD.VI
ASSOCIATED BRITISH FOODS Food & Beverage,"ABFF&B, ASSOCIATED, ASSOCIATED BRITISH FOODS Food & Beverage",SHB-A.ST
VOLVO B Industrial Goods & Services,"VBIG&S, VOLVO, VOLVO B Industrial Goods & Services",ASB
STATOIL Oil & Gas,"SO&G, STATOIL, STATOIL Oil & Gas",VOLCAR-B.ST
RELX NV Media,"RELX, RELX  Media, RELX NV Media, RM",^700499-EUR-NETR
SKANDINAVISKA ENSKILDA BK A Banks,"SEBAB, SKANDINAVISKA, SKANDINAVISKA ENSKILDA BK A Banks",RELX
EXPERIAN Industrial Goods & Services,"EIG&S, EXPERIAN, EXPERIAN Industrial Goods & Services",SEBA.F
CENTRICA Utilities,"CENTRICA, CENTRICA Utilities, CU",EXPN.L
AHOLD Retail,"AHOLD, AHOLD Retail, AR",CNA.L
INVESTOR B Financial Services,"IBFS, INVESTOR, INVESTOR B Financial Services",AD.AS
DEUTSCHE BOERSE Financial Services,"DBFS, DEUTSCHE, DEUTSCHE BOERSE Financial Services",OHI
AKZO NOBEL Chemicals,"AKZO, AKZO NOBEL Chemicals, ANC",DB
ATLAS COPCO A Industrial Goods & Services,"ACAIG&S, ATLAS, ATLAS COPCO A Industrial Goods & Services",AKU1.F
VESTAS WIND SYSTEMS Oil & Gas,"VESTAS, VESTAS WIND SYSTEMS Oil & Gas, VWSO&G",TEAM
INFINEON TECHNOLOGIES Technology,"INFINEON, INFINEON TECHNOLOGIES Technology, ITT",VWS.CO
CAP GEMINI Technology,"CAP, CAP GEMINI Technology, CGT",IFNNY
SKY Media,"SKY, SKY Media, SM",USC=F
PANDORA Personal & Household Goods,"PANDORA, PANDORA Personal & Household Goods, PP&HG",SKY
GIVAUDAN Chemicals,"GC, GIVAUDAN, GIVAUDAN Chemicals",PNDORA.CO
Vonovia SE Real Estate,"VRE, Vonovia, Vonovia  Real Estate, Vonovia SE Real Estate",GIVN.SW
CARREFOUR Retail,"CARREFOUR, CARREFOUR Retail, CR",VNA.DE
SMITH & NEPHEW Health Care,"S&NHC, SMITH, SMITH & NEPHEW Health Care",CA.PA
WOLSELEY Industrial Goods & Services,"WIG&S, WOLSELEY, WOLSELEY Industrial Goods & Services",SWBI
NEXT Retail,"NEXT, NEXT Retail, NR",Not found
LEGRAND Industrial Goods & Services,"LEGRAND, LEGRAND Industrial Goods & Services, LIG&S",NEXT
ACTELION Health Care,"ACTELION, ACTELION Health Care, AHC",LRC.F
PUBLICIS GRP Media,"PM, PUBLICIS, PUBLICIS  Media, PUBLICIS GRP Media",Not found
TELIASONERA Telecommunications,"TELIASONERA, TELIASONERA Telecommunications, TT",PUB.PA
OLD MUTUAL Insurance,"OLD, OLD MUTUAL Insurance, OMI",Not found
KPN Telecommunications,"KPN, KPN Telecommunications, KT",ODFL
KERRY GRP Food & Beverage,"KERRY, KERRY  Food & Beverage, KERRY GRP Food & Beverage, KF&B",KPN.AS
KBC GRP Banks,"KB, KBC, KBC  Banks, KBC GRP Banks",KRZA.F
GEBERIT Construction & Materials,"GC&M, GEBERIT, GEBERIT Construction & Materials",KBC.BR
SWISSCOM Telecommunications,"ST, SWISSCOM, SWISSCOM Telecommunications",GBRE.F
CREDIT AGRICOLE Banks,"CAB, CREDIT, CREDIT AGRICOLE Banks",SWJ.F
LONDON STOCK EXCHANGE Financial Services,"LONDON, LONDON STOCK EXCHANGE Financial Services, LSEFS",ECC
Kering Retail,"KR, Kering, Kering Retail",OLOXF
ITV Media,"IM, ITV, ITV Media",KER.PA
ATLANTIA Industrial Goods & Services,"AIG&S, ATLANTIA, ATLANTIA Industrial Goods & Services",IJ7.F
SNAM RETE GAS Utilities,"SNAM, SNAM RETE GAS Utilities, SRGU",Not found
TELECOM ITALIA Telecommunications,"TELECOM, TELECOM ITALIA Telecommunications, TIT",SRG.MI
REPSOL Oil & Gas,"REPSOL, REPSOL Oil & Gas, RO&G",CMTL
VALEO Automobiles & Parts,"VA&P, VALEO, VALEO Automobiles & Parts",REP.MC
LAND SECURITIES Real Estate,"LAND, LAND SECURITIES Real Estate, LSRE",FR.PA
WOLTERS KLUWER Media,"WKM, WOLTERS, WOLTERS KLUWER Media",LAND
KINGFISHER Retail,"KINGFISHER, KINGFISHER Retail, KR",WOS.F
HEIDELBERGCEMENT Construction & Materials,"HC&M, HEIDELBERGCEMENT, HEIDELBERGCEMENT Construction & Materials",0P00016C12.L
SANDVIK Industrial Goods & Services,"SANDVIK, SANDVIK Industrial Goods & Services, SIG&S",HEI.MU
ANGLO AMERICAN Basic Resources,"AABR, ANGLO, ANGLO AMERICAN Basic Resources",SAND.ST
SGS Industrial Goods & Services,"SGS, SGS Industrial Goods & Services, SIG&S",AU
DNB Banks,"DB, DNB, DNB Banks",SGSUL.XC
TELENOR Telecommunications,"TELENOR, TELENOR Telecommunications, TT",DNB
ADECCO Industrial Goods & Services,"ADECCO, ADECCO Industrial Goods & Services, AIG&S",TEL.OL
VEOLIA ENVIRONNEMENT Utilities,"VEOLIA, VEOLIA ENVIRONNEMENT Utilities, VEU",AHEXY
PROSIEBENSAT.1 MEDIA Media,"PMM, PROSIEBENSAT.1, PROSIEBENSAT.1 MEDIA Media",VEOEF
SWATCH BEARER Personal & Household Goods,"SBP&HG, SWATCH, SWATCH BEARER Personal & Household Goods",PSM.HA
DELHAIZE GRP Retail,"DELHAIZE, DELHAIZE  Retail, DELHAIZE GRP Retail, DR",UHR.SW
BOUYGUES Construction & Materials,"BC&M, BOUYGUES, BOUYGUES Construction & Materials",AD.AS
PADDY POWER BETFAIR Travel & Leisure,"PADDY, PADDY POWER BETFAIR Travel & Leisure, PPBT&L",EN.PA
MERCK Health Care,"MERCK, MERCK Health Care, MHC",Not found
ROYAL BANK OF SCOTLAND GRP Banks,"RBOSB, ROYAL, ROYAL BANK OF SCOTLAND  Banks, ROYAL BANK OF SCOTLAND GRP Banks",MRK
AEGON Insurance,"AEGON, AEGON Insurance, AI",RY.TO
PEARSON Media,"PEARSON, PEARSON Media, PM",AEG
DASSAULT SYSTEMS Technology,"DASSAULT, DASSAULT SYSTEMS Technology, DST",PSO
STANDARD LIFE Insurance,"SLI, STANDARD, STANDARD LIFE Insurance",DSY.PA
WHITBREAD Travel & Leisure,"WHITBREAD, WHITBREAD Travel & Leisure, WT&L",CNH=F
SODEXO Travel & Leisure,"SODEXO, SODEXO Travel & Leisure, ST&L",WHF4.F
LUXOTTICA Personal & Household Goods,"LP&HG, LUXOTTICA, LUXOTTICA Personal & Household Goods",SJ7.F
CAPITA GRP Industrial Goods & Services,"CAPITA, CAPITA  Industrial Goods & Services, CAPITA GRP Industrial Goods & Services, CIG&S",Not found
RYANAIR Travel & Leisure,"RT&L, RYANAIR, RYANAIR Travel & Leisure",OXLC
SES Media,"SES, SES Media, SM",RYA.IR
INTERCONTINENTAL HOTELS GRP Travel & Leisure,"IHT&L, INTERCONTINENTAL, INTERCONTINENTAL HOTELS  Travel & Leisure, INTERCONTINENTAL HOTELS GRP Travel & Leisure",SES
A.P.MOLLER-MAERSK B Industrial Goods & Services,"A.P.MOLLER-MAERSK, A.P.MOLLER-MAERSK B Industrial Goods & Services, ABIG&S",ICE
UCB Health Care,"UCB, UCB Health Care, UHC",Not found
BRITISH LAND COMPANY Real Estate,"BLRE, BRITISH, BRITISH LAND  Real Estate, BRITISH LAND COMPANY Real Estate",UCB
SAGE GRP Technology,"SAGE, SAGE  Technology, SAGE GRP Technology, ST",PSF=F
MARKS & SPENCER GRP Retail,"M&SR, MARKS, MARKS & SPENCER  Retail, MARKS & SPENCER GRP Retail",SAGE
FERROVIAL Construction & Materials,"FC&M, FERROVIAL, FERROVIAL Construction & Materials",MKS.L
KONINKLIJKE DSM Chemicals,"KDC, KONINKLIJKE, KONINKLIJKE DSM Chemicals",8ZQ.F
KLEPIERRE Real Estate,"KLEPIERRE, KLEPIERRE Real Estate, KRE",PHG
COMMERZBANK Banks,"CB, COMMERZBANK, COMMERZBANK Banks",KPR.F
JULIUS BAER GRP Banks,"JBB, JULIUS, JULIUS BAER  Banks, JULIUS BAER GRP Banks",CBK.DE
BCO SABADELL Banks,"BCO, BCO SABADELL Banks, BSB",BAER.SW
BUNZL Industrial Goods & Services,"BIG&S, BUNZL, BUNZL Industrial Goods & Services",BCO
CARNIVAL Travel & Leisure,"CARNIVAL, CARNIVAL Travel & Leisure, CT&L",BZLFY
HEXAGON B Technology,"HBT, HEXAGON, HEXAGON B Technology",CCL
CARLSBERG B Food & Beverage,"CARLSBERG, CARLSBERG B Food & Beverage, CBF&B",HEXA-B.ST
RED ELECTRICA CORPORATION Utilities,"RECU, RED, RED ELECTRICA CORPORATION Utilities",CARL-B.CO
DEUTSCHE WOHNEN Real Estate,"DEUTSCHE, DEUTSCHE WOHNEN Real Estate, DWRE",RDW
AENA Industrial Goods & Services,"AENA, AENA Industrial Goods & Services, AIG&S",DB
ACCOR Travel & Leisure,"ACCOR, ACCOR Travel & Leisure, AT&L",AENA.MC
PERSIMMON Personal & Household Goods,"PERSIMMON, PERSIMMON Personal & Household Goods, PP&HG",AC.PA
UPM KYMMENE Basic Resources,"UKBR, UPM, UPM KYMMENE Basic Resources",PSMMY
EDP ENERGIAS DE PORTUGAL Utilities,"EDP, EDP ENERGIAS DE PORTUGAL Utilities, EEDPU",UPM.HE
BEIERSDORF Personal & Household Goods,"BEIERSDORF, BEIERSDORF Personal & Household Goods, BP&HG",EDP.F
NOVOZYMES Health Care,"NHC, NOVOZYMES, NOVOZYMES Health Care",BEIA.F
UNITED UTILITIES GRP Utilities,"UNITED, UNITED UTILITIES  Utilities, UNITED UTILITIES GRP Utilities, UUU",NZM.F
COLOPLAST B Health Care,"CBHC, COLOPLAST, COLOPLAST B Health Care",UNH
CHRISTIAN DIOR Personal & Household Goods,"CDP&HG, CHRISTIAN, CHRISTIAN DIOR Personal & Household Goods",COLO-B.CO
TAYLOR WIMPEY Personal & Household Goods,"TAYLOR, TAYLOR WIMPEY Personal & Household Goods, TWP&HG",CHDRF
RANDGOLD RESOURCES Basic Resources,"RANDGOLD, RANDGOLD RESOURCES Basic Resources, RRBR",TWODY
BURBERRY Personal & Household Goods,"BP&HG, BURBERRY, BURBERRY Personal & Household Goods",RNDXF
LONZA Health Care,"LHC, LONZA, LONZA Health Care",BRBY.L
ERSTE GROUP BANK Banks,"EBB, ERSTE, ERSTE  BANK Banks, ERSTE GROUP BANK Banks",LZAGY
THALES Industrial Goods & Services,"THALES, THALES Industrial Goods & Services, TIG&S",EBS.VI
THYSSENKRUPP Industrial Goods & Services,"THYSSENKRUPP, THYSSENKRUPP Industrial Goods & Services, TIG&S",CSF.HM
AGEAS Insurance,"AGEAS, AGEAS Insurance, AI",TKA.DE
SWISS LIFE HLDG Insurance,"SLI, SWISS, SWISS LIFE  Insurance, SWISS LIFE HLDG Insurance",AGS.BR
GEA GRP Industrial Goods & Services,"GEA, GEA  Industrial Goods & Services, GEA GRP Industrial Goods & Services, GIG&S",SJY=F
BRENNTAG Chemicals,"BC, BRENNTAG, BRENNTAG Chemicals",GEAHF
IAG Travel & Leisure,"IAG, IAG Travel & Leisure, IT&L",BNTGY
BARRATT DEVELOPMENTS Personal & Household Goods,"BARRATT, BARRATT DEVELOPMENTS Personal & Household Goods, BDP&HG",IAG
SKANSKA B Construction & Materials,"SBC&M, SKANSKA, SKANSKA B Construction & Materials",3BAA.F
BANK OF IRELAND Banks,"BANK, BANK OF IRELAND Banks, BOIB",SKA-B.ST
SIKA Construction & Materials,"SC&M, SIKA, SIKA Construction & Materials",SXB=F
PEUGEOT Automobiles & Parts,"PA&P, PEUGEOT, PEUGEOT Automobiles & Parts",SIKB.F
HERMES INTERNATIONAL Personal & Household Goods,"HERMES, HERMES  Personal & Household Goods, HERMES INTERNATIONAL Personal & Household Goods, HP&HG",PEUGP.XD
PORSCHE PREF Automobiles & Parts,"PORSCHE, PORSCHE PREF Automobiles & Parts, PPA&P",RMS.PA
SYMRISE Chemicals,"SC, SYMRISE, SYMRISE Chemicals",PAH3.DE
NN GROUP Insurance,"NI, NN  Insurance, NN GROUP Insurance",SYIEY
LINDT & SPRUENGLI REG Food & Beverage,"L&SRF&B, LINDT, LINDT & SPRUENGLI REG Food & Beverage",NN
ARCELORMITTAL Basic Resources,"ABR, ARCELORMITTAL, ARCELORMITTAL Basic Resources",LISN.SW
KUEHNE + NAGEL Industrial Goods & Services,"K+NIG&S, KUEHNE, KUEHNE + NAGEL Industrial Goods & Services",MT
ABERTIS INFRAESTRUCTURAS Industrial Goods & Services,"ABERTIS, ABERTIS INFRAESTRUCTURAS Industrial Goods & Services, AIIG&S",KNIN.SW
TERNA Utilities,"TERNA, TERNA Utilities, TU",Not found
CAIXABANK Banks,"CAIXABANK, CAIXABANK Banks, CB",TEZNY
TUI Travel & Leisure,"TT&L, TUI, TUI Travel & Leisure",0P0000CO1H.F
SCHINDLER P Industrial Goods & Services,"SCHINDLER, SCHINDLER P Industrial Goods & Services, SPIG&S",TUI1.DE
DSV B Industrial Goods & Services,"DBIG&S, DSV, DSV B Industrial Goods & Services",SHR.F
JOHNSON MATTHEY Chemicals,"JMC, JOHNSON, JOHNSON MATTHEY Chemicals",DSVSF
DIRECT LINE INSURANCE GROUP Insurance,"DIRECT, DIRECT LINE INSURANCE  Insurance, DIRECT LINE INSURANCE GROUP Insurance, DLII",JNJ
DCC Industrial Goods & Services,"DCC, DCC Industrial Goods & Services, DIG&S",MSM
SEVERN TRENT Utilities,"SEVERN, SEVERN TRENT Utilities, STU",DCC.F
HEINEKEN HLDG Food & Beverage,"HEINEKEN, HEINEKEN  Food & Beverage, HEINEKEN HLDG Food & Beverage, HF&B",STRNY
INTERTEK GRP Industrial Goods & Services,"IIG&S, INTERTEK, INTERTEK  Industrial Goods & Services, INTERTEK GRP Industrial Goods & Services",4H5.F
FIAT CHRYSLER AUTOMOBILES Automobiles & Parts,"FCAA&P, FIAT, FIAT CHRYSLER AUTOMOBILES Automobiles & Parts",IKTSF
GKN Automobiles & Parts,"GA&P, GKN, GKN Automobiles & Parts",FIAT
SOLVAY Chemicals,"SC, SOLVAY, SOLVAY Chemicals",Not found
PARTNERS GRP HLDG Financial Services,"PARTNERS, PARTNERS   Financial Services, PARTNERS GRP HLDG Financial Services, PFS",SOLBB.XC
ATOS Technology,"AT, ATOS, ATOS Technology",EPD
ST.JAMES'S PLACE CAPITAL Insurance,"SPCI, ST.JAMES'S, ST.JAMES'S PLACE CAPITAL Insurance",ATOS
MONDI Basic Resources,"MBR, MONDI, MONDI Basic Resources",Not found
SONOVA Health Care,"SHC, SONOVA, SONOVA Health Care",0P0001JQ40.TO
GAS NATURAL SDG Utilities,"GAS, GAS NATURAL SDG Utilities, GNSU",PHBN.F
RSA INSURANCE GRP Insurance,"RII, RSA, RSA INSURANCE  Insurance, RSA INSURANCE GRP Insurance",NG=F
CNH Industrial NV Industrial Goods & Services,"CIIG&S, CNH, CNH Industrial  Industrial Goods & Services, CNH Industrial NV Industrial Goods & Services",RSASF
ORKLA Food & Beverage,"OF&B, ORKLA, ORKLA Food & Beverage",CNH
WARTSILA Industrial Goods & Services,"WARTSILA, WARTSILA Industrial Goods & Services, WIG&S",OKL.F
MORRISON (WILLIAM) SUPERMARK Retail,"M(SR, MORRISON, MORRISON (WILLIAM) SUPERMARK Retail",WRTBF
HANNOVER RUECK Insurance,"HANNOVER, HANNOVER RUECK Insurance, HRI",TMHC
ENAGAS Utilities,"ENAGAS, ENAGAS Utilities, EU",HNR1.DE
SKF B Industrial Goods & Services,"SBIG&S, SKF, SKF B Industrial Goods & Services",ENGGY
GRP BRUXELLES LAMBERT Financial Services,"BLFS, BRUXELLES, BRUXELLES LAMBERT Financial Services, GRP BRUXELLES LAMBERT Financial Services",SKF
GENMAB Health Care,"GENMAB, GENMAB Health Care, GHC",GRPN
FORTUM Utilities,"FORTUM, FORTUM Utilities, FU",GMAB.CO
SWEDISH MATCH Personal & Household Goods,"SMP&HG, SWEDISH, SWEDISH MATCH Personal & Household Goods",FORTUM.HE
TRAVIS PERKINS Industrial Goods & Services,"TPIG&S, TRAVIS, TRAVIS PERKINS Industrial Goods & Services",SEK=F
RANDSTAD Industrial Goods & Services,"RANDSTAD, RANDSTAD Industrial Goods & Services, RIG&S",TPRKY
ALTICE NV A Telecommunications,"AAT, ALTICE, ALTICE  A Telecommunications, ALTICE NV A Telecommunications",RSH0.SG
HAMMERSON Real Estate,"HAMMERSON, HAMMERSON Real Estate, HRE",ATUS
DIXONS CARPHONE Retail,"DCR, DIXONS, DIXONS CARPHONE Retail",HMSNF
INVESTMENT KINNEVIK B Financial Services,"IKBFS, INVESTMENT, INVESTMENT KINNEVIK B Financial Services",Not found
INFORMA Media,"IM, INFORMA, INFORMA Media",AGNC
BALOISE Insurance,"BALOISE, BALOISE Insurance, BI",VGT
ASHTEAD GRP Industrial Goods & Services,"AIG&S, ASHTEAD, ASHTEAD  Industrial Goods & Services, ASHTEAD GRP Industrial Goods & Services",BLO.SG
ILIAD Technology,"ILIAD, ILIAD Technology, IT",AHT.L
REXAM Industrial Goods & Services,"REXAM, REXAM Industrial Goods & Services, RIG&S",Not found
YARA Chemicals,"YARA, YARA Chemicals, YC",Not found
TECHNIP Oil & Gas,"TECHNIP, TECHNIP Oil & Gas, TO&G",YAR.OL
GRIFOLS Health Care,"GHC, GRIFOLS, GRIFOLS Health Care",FTI
3I GRP Financial Services,"3FS, 3I  Financial Services, 3I GRP Financial Services",GRF.MC
CHR HANSEN HLDG Health Care,"CHHC, CHR, CHR HANSEN  Health Care, CHR HANSEN HLDG Health Care",TGOPY
PROVIDENT FINANCIAL Financial Services,"PFFS, PROVIDENT, PROVIDENT FINANCIAL Financial Services",CHR
SMITHS GRP Industrial Goods & Services,"SIG&S, SMITHS, SMITHS  Industrial Goods & Services, SMITHS GRP Industrial Goods & Services",PFS
BERKELEY GRP HLDG Personal & Household Goods,"BERKELEY, BERKELEY   Personal & Household Goods, BERKELEY GRP HLDG Personal & Household Goods, BP&HG",T6N.F
SCOR Insurance,"SCOR, SCOR Insurance, SI",BKY.AX
